0	Compound::DB00006	0
1	Compound::DB00014	0
2	Compound::DB00027	0
3	Compound::DB00035	0
4	Compound::DB00080	0
5	Compound::DB00091	0
6	Compound::DB00104	0
7	Compound::DB00115	0
8	Compound::DB00120	0
9	Compound::DB00122	0
10	Compound::DB00126	0
11	Compound::DB00130	0
12	Compound::DB00134	0
13	Compound::DB00136	0
14	Compound::DB00140	0
15	Compound::DB00142	0
16	Compound::DB00146	0
17	Compound::DB00150	0
18	Compound::DB00152	0
19	Compound::DB00153	0
20	Compound::DB00158	0
21	Compound::DB00162	0
22	Compound::DB00163	0
23	Compound::DB00165	0
24	Compound::DB00166	0
25	Compound::DB00169	0
26	Compound::DB00170	0
27	Compound::DB00175	0
28	Compound::DB00176	0
29	Compound::DB00177	0
30	Compound::DB00178	0
31	Compound::DB00179	0
32	Compound::DB00180	0
33	Compound::DB00181	0
34	Compound::DB00182	0
35	Compound::DB00184	0
36	Compound::DB00185	0
37	Compound::DB00186	0
38	Compound::DB00187	0
39	Compound::DB00188	0
40	Compound::DB00189	0
41	Compound::DB00190	0
42	Compound::DB00191	0
43	Compound::DB00193	0
44	Compound::DB00195	0
45	Compound::DB00196	0
46	Compound::DB00198	0
47	Compound::DB00199	0
48	Compound::DB00201	0
49	Compound::DB00202	0
50	Compound::DB00203	0
51	Compound::DB00204	0
52	Compound::DB00205	0
53	Compound::DB00206	0
54	Compound::DB00207	0
55	Compound::DB00208	0
56	Compound::DB00209	0
57	Compound::DB00210	0
58	Compound::DB00211	0
59	Compound::DB00212	0
60	Compound::DB00213	0
61	Compound::DB00214	0
62	Compound::DB00215	0
63	Compound::DB00216	0
64	Compound::DB00217	0
65	Compound::DB00218	0
66	Compound::DB00219	0
67	Compound::DB00220	0
68	Compound::DB00221	0
69	Compound::DB00222	0
70	Compound::DB00223	0
71	Compound::DB00224	0
72	Compound::DB00226	0
73	Compound::DB00227	0
74	Compound::DB00228	0
75	Compound::DB00229	0
76	Compound::DB00230	0
77	Compound::DB00231	0
78	Compound::DB00232	0
79	Compound::DB00233	0
80	Compound::DB00234	0
81	Compound::DB00235	0
82	Compound::DB00236	0
83	Compound::DB00237	0
84	Compound::DB00238	0
85	Compound::DB00239	0
86	Compound::DB00240	0
87	Compound::DB00241	0
88	Compound::DB00242	0
89	Compound::DB00243	0
90	Compound::DB00244	0
91	Compound::DB00245	0
92	Compound::DB00246	0
93	Compound::DB00247	0
94	Compound::DB00248	0
95	Compound::DB00250	0
96	Compound::DB00251	0
97	Compound::DB00252	0
98	Compound::DB00253	0
99	Compound::DB00254	0
100	Compound::DB00255	0
101	Compound::DB00256	0
102	Compound::DB00257	0
103	Compound::DB00258	0
104	Compound::DB00259	0
105	Compound::DB00260	0
106	Compound::DB00261	0
107	Compound::DB00262	0
108	Compound::DB00263	0
109	Compound::DB00264	0
110	Compound::DB00266	0
111	Compound::DB00267	0
112	Compound::DB00268	0
113	Compound::DB00270	0
114	Compound::DB00271	0
115	Compound::DB00273	0
116	Compound::DB00274	0
117	Compound::DB00275	0
118	Compound::DB00276	0
119	Compound::DB00277	0
120	Compound::DB00278	0
121	Compound::DB00279	0
122	Compound::DB00280	0
123	Compound::DB00281	0
124	Compound::DB00282	0
125	Compound::DB00283	0
126	Compound::DB00284	0
127	Compound::DB00285	0
128	Compound::DB00287	0
129	Compound::DB00288	0
130	Compound::DB00289	0
131	Compound::DB00290	0
132	Compound::DB00291	0
133	Compound::DB00292	0
134	Compound::DB00293	0
135	Compound::DB00294	0
136	Compound::DB00295	0
137	Compound::DB00296	0
138	Compound::DB00297	0
139	Compound::DB00298	0
140	Compound::DB00300	0
141	Compound::DB00301	0
142	Compound::DB00302	0
143	Compound::DB00303	0
144	Compound::DB00304	0
145	Compound::DB00305	0
146	Compound::DB00307	0
147	Compound::DB00308	0
148	Compound::DB00309	0
149	Compound::DB00310	0
150	Compound::DB00312	0
151	Compound::DB00313	0
152	Compound::DB00314	0
153	Compound::DB00315	0
154	Compound::DB00316	0
155	Compound::DB00317	0
156	Compound::DB00318	0
157	Compound::DB00319	0
158	Compound::DB00320	0
159	Compound::DB00321	0
160	Compound::DB00322	0
161	Compound::DB00323	0
162	Compound::DB00324	0
163	Compound::DB00325	0
164	Compound::DB00326	0
165	Compound::DB00327	0
166	Compound::DB00328	0
167	Compound::DB00330	0
168	Compound::DB00331	0
169	Compound::DB00332	0
170	Compound::DB00333	0
171	Compound::DB00334	0
172	Compound::DB00335	0
173	Compound::DB00336	0
174	Compound::DB00337	0
175	Compound::DB00338	0
